trade_date,symbol,industry_id,final_score,alpha_bucket,quality_score,growth_acceleration_score,mainline_strength_score,capital_concentration_score,leader_dominance_score,trend_quality_score,lifecycle_position_score,risk_crowding_score,lifecycle_state,mainline_name,flags
2026-01-05,000027,801160.SI,0.45857701433386505,NEUTRAL,0.426,0.25,0.5,0.5,0.5,0.4398467622257669,0.5,0.5,,公用事业,NONE
2026-01-05,000028,801150.SI,0.4215358518180131,AVOID,0.27,0.0,0.5,0.5,0.5,0.46357234545342046,0.5,0.5,,医药生物,FUNDAMENTAL_RISK:CASHFLOW_WEAK; LOW_ALPHA
2026-01-05,000029,801180.SI,0.5278626265008175,TOP_20,0.49,0.85,0.5,0.5,0.5,0.459084176672116,0.5,0.5,,房地产,FUNDAMENTAL_RISK:CASHFLOW_WEAK
2026-01-05,000030,,0.41773054200599313,AVOID,0.366,0.25,0.5,0.5,0.5,0.2075369467066205,0.5,0.5,,,FUNDAMENTAL_RISK:CASHFLOW_WEAK; LOW_ALPHA
2026-01-05,000031,801180.SI,0.47779825904659584,NEUTRAL,0.356,0.33,0.5,0.5,0.5,0.5613217269773056,0.5,0.5,,房地产,NONE
2026-01-05,000032,,0.45213413090000004,NEUTRAL,0.16,0.0,0.5,0.5,0.5,0.740894206,0.5,0.5,,,FUNDAMENTAL_RISK:NEGATIVE_EARNINGS
2026-01-05,000034,,0.4545655612416501,NEUTRAL,0.28,0.25,0.5,0.5,0.5,0.5104370749443334,0.5,0.5,,,FUNDAMENTAL_RISK:CASHFLOW_WEAK
2026-01-05,000035,801970.SI,0.43166341091173926,AVOID,0.29,0.0,0.5,0.5,0.5,0.5177560727449282,0.5,0.5,,环保,FUNDAMENTAL_RISK:NEGATIVE_EARNINGS; LOW_ALPHA
2026-01-05,000036,,0.39490928196181824,AVOID,0.35,0.0,0.5,0.5,0.5,0.23272854641212146,0.5,0.5,,,FUNDAMENTAL_RISK:NEGATIVE_EARNINGS; LOW_ALPHA
2026-01-05,000037,801160.SI,0.47326079191173925,NEUTRAL,0.356,0.35,0.5,0.5,0.5,0.5177386127449282,0.5,0.5,,公用事业,FUNDAMENTAL_RISK:CASHFLOW_WEAK
2026-01-05,000039,,0.43640884615628345,AVOID,0.34,0.0,0.5,0.5,0.5,0.5160589743752229,0.5,0.5,,,FUNDAMENTAL_RISK:NEGATIVE_EARNINGS; LOW_ALPHA
2026-01-05,000042,801180.SI,0.4819448729620473,NEUTRAL,0.466,0.35,0.5,0.5,0.5,0.502299153080315,0.5,0.5,,房地产,NONE
2026-01-05,000045,,0.43335848562512286,AVOID,0.34,0.0,0.5,0.5,0.5,0.4957232375008188,0.5,0.5,,,FUNDAMENTAL_RISK:NEGATIVE_EARNINGS; LOW_ALPHA
2026-01-05,000048,801010.SI,0.36722278182000007,AVOID,0.344,0.0,0.5,0.5,0.5,0.052151878799999996,0.5,0.5,,农林牧渔,LOW_ALPHA
2026-01-05,000049,,0.4694817922,NEUTRAL,0.444,0.35,0.5,0.5,0.5,0.4338786146666665,0.5,0.5,,,NONE
2026-01-05,000050,801080.SI,0.5025760582383721,WATCH,0.5,0.6,0.5,0.5,0.5,0.4505070549224809,0.5,0.5,,电子,NONE
2026-01-05,000055,,0.41413121495804883,AVOID,0.22,0.0,0.5,0.5,0.5,0.4475414330536588,0.5,0.5,,,FUNDAMENTAL_RISK:NEGATIVE_EARNINGS; LOW_ALPHA
2026-01-05,000056,,0.47160151140000006,NEUTRAL,0.366,0.5,0.5,0.5,0.5,0.40001007600000027,0.5,0.5,,,NONE
2026-01-05,000058,,0.4577170046812765,NEUTRAL,0.346,0.35,0.5,0.5,0.5,0.4207800312085102,0.5,0.5,,,FUNDAMENTAL_RISK:CASHFLOW_WEAK
2026-01-05,000059,801960.SI,0.4997076792943927,WATCH,0.376,0.68,0.5,0.5,0.5,0.4607178619626176,0.5,0.5,,石油石化,FUNDAMENTAL_RISK:CASHFLOW_WEAK
2026-01-05,000060,801050.SI,0.488298437800513,WATCH,0.436,0.43,0.5,0.5,0.5,0.5113229186700865,0.5,0.5,,有色金属,NONE
2026-01-05,000061,,0.4632275796748689,NEUTRAL,0.396,0.5,0.5,0.5,0.5,0.3241838644991258,0.5,0.5,,,NONE
2026-01-05,000062,801080.SI,0.49949576599229895,WATCH,0.43,0.6,0.5,0.5,0.5,0.47663843994865945,0.5,0.5,,电子,NONE
2026-01-05,000063,,0.4613157403630655,NEUTRAL,0.406,0.25,0.5,0.5,0.5,0.4714382690871029,0.5,0.5,,,NONE
2026-01-05,000065,,0.3714233085177368,AVOID,0.31,0.0,0.5,0.5,0.5,0.10282205678491167,0.5,0.5,,,FUNDAMENTAL_RISK:NEGATIVE_EARNINGS; LOW_ALPHA
2026-01-05,000066,,0.4972397469348717,WATCH,0.38,0.6,0.5,0.5,0.5,0.4949316462324778,0.5,0.5,,,FUNDAMENTAL_RISK:CASHFLOW_WEAK
2026-01-05,000068,801970.SI,0.41753167393497054,AVOID,0.21,0.0,0.5,0.5,0.5,0.47687782623313657,0.5,0.5,,环保,FUNDAMENTAL_RISK:NEGATIVE_EARNINGS; LOW_ALPHA
2026-01-05,000069,801180.SI,0.42572650542354845,AVOID,0.25,0.0,0.5,0.5,0.5,0.5048433694903227,0.5,0.5,,房地产,FUNDAMENTAL_RISK:NEGATIVE_EARNINGS; LOW_ALPHA
2026-01-05,000070,,0.4702005740395741,NEUTRAL,0.286,0.35,0.5,0.5,0.5,0.5440038269304939,0.5,0.5,,,FUNDAMENTAL_RISK:CASHFLOW_WEAK
2026-01-05,000078,801150.SI,0.4303745986002312,AVOID,0.2,0.0,0.5,0.5,0.5,0.5691639906682079,0.5,0.5,,医药生物,FUNDAMENTAL_RISK:NEGATIVE_EARNINGS; LOW_ALPHA
2026-01-05,000088,801170.SI,0.46360329445000004,NEUTRAL,0.456,0.33,0.5,0.5,0.5,0.40002196300000026,0.5,0.5,,交通运输,FUNDAMENTAL_RISK:CASHFLOW_WEAK
2026-01-05,000089,801170.SI,0.491204017033219,WATCH,0.49,0.6,0.5,0.5,0.5,0.38136011355479266,0.5,0.5,,交通运输,NONE
2026-01-05,000090,801180.SI,0.4540453175391893,NEUTRAL,0.256,0.25,0.5,0.5,0.5,0.522968783594595,0.5,0.5,,房地产,FUNDAMENTAL_RISK:CASHFLOW_WEAK
2026-01-05,000096,801960.SI,0.42159900368681597,AVOID,0.29,0.0,0.5,0.5,0.5,0.4506600245787728,0.5,0.5,,石油石化,FUNDAMENTAL_RISK:NEGATIVE_EARNINGS; LOW_ALPHA
2026-01-05,000099,801170.SI,0.5161104231466266,WATCH,0.546,0.53,0.5,0.5,0.5,0.556736154310844,0.5,0.5,,交通运输,NONE
2026-01-05,000100,,0.49920130847885463,WATCH,0.52,0.6,0.5,0.5,0.5,0.4146753898590306,0.5,0.5,,,NONE
2026-01-05,000151,,0.4580947424183838,NEUTRAL,0.266,0.35,0.5,0.5,0.5,0.47663161612255855,0.5,0.5,,,FUNDAMENTAL_RISK:CASHFLOW_WEAK
2026-01-05,000153,801150.SI,0.4306527111856461,AVOID,0.27,0.0,0.5,0.5,0.5,0.5243514079043069,0.5,0.5,,医药生物,FUNDAMENTAL_RISK:NEGATIVE_EARNINGS; LOW_ALPHA
2026-01-05,000155,,0.4663771208838198,NEUTRAL,0.37,0.0,0.5,0.5,0.5,0.6958474725587983,0.5,0.5,,,FUNDAMENTAL_RISK:NEGATIVE_EARNINGS
2026-01-05,000156,,0.4620752136029194,NEUTRAL,0.376,0.15,0.5,0.5,0.5,0.563168090686129,0.5,0.5,,,FUNDAMENTAL_RISK:NEGATIVE_EARNINGS
2026-01-05,000157,,0.490556148571815,WATCH,0.456,0.53,0.5,0.5,0.5,0.4463743238120998,0.5,0.5,,,NONE
2026-01-05,000158,,0.48240619908796967,NEUTRAL,0.34,0.5,0.5,0.5,0.5,0.4893746605864643,0.5,0.5,,,FUNDAMENTAL_RISK:CASHFLOW_WEAK
2026-01-05,000159,,0.45628339036467125,NEUTRAL,0.346,0.35,0.5,0.5,0.5,0.4112226024311416,0.5,0.5,,,FUNDAMENTAL_RISK:CASHFLOW_WEAK
2026-01-05,000166,,0.5147206439602467,WATCH,0.41,0.85,0.5,0.5,0.5,0.4248042930683119,0.5,0.5,,,NONE
2026-01-05,000301,801960.SI,0.4416086496009642,AVOID,0.386,0.35,0.5,0.5,0.5,0.28672433067309433,0.5,0.5,,石油石化,LOW_ALPHA
2026-01-05,000333,,0.5073214152008445,WATCH,0.626,0.53,0.5,0.5,0.5,0.4448094346722967,0.5,0.5,,,NONE
2026-01-05,000338,,0.4929681532725582,WATCH,0.536,0.43,0.5,0.5,0.5,0.47578768848372127,0.5,0.5,,,NONE
2026-01-05,000400,,0.4679779318245975,NEUTRAL,0.43,0.1,0.5,0.5,0.5,0.5998528788306499,0.5,0.5,,,NONE
2026-01-05,000401,,0.48821946766210883,WATCH,0.51,0.5,0.5,0.5,0.5,0.41479645108072544,0.5,0.5,,,NONE
2026-01-05,000402,801180.SI,0.469773382059091,NEUTRAL,0.356,0.35,0.5,0.5,0.5,0.4944892137272734,0.5,0.5,,房地产,NONE
2026-01-05,000403,,0.43781765537099354,AVOID,0.35,0.0,0.5,0.5,0.5,0.5187843691399565,0.5,0.5,,,FUNDAMENTAL_RISK:NEGATIVE_EARNINGS; LOW_ALPHA
2026-01-05,000404,801110.SI,0.4459647379825112,NEUTRAL,0.38,0.1,0.5,0.5,0.5,0.4864315865500743,0.5,0.5,,家用电器,NONE
2026-01-05,000407,,0.42057910986383246,AVOID,0.312,0.18,0.5,0.5,0.5,0.30919406575888286,0.5,0.5,,,FUNDAMENTAL_RISK:NEGATIVE_EARNINGS; LOW_ALPHA
2026-01-05,000408,,0.5554490655200001,TOP_10,0.68,0.5,0.5,0.5,0.5,0.7496604368,0.5,0.5,,,NONE
2026-01-05,000409,,0.4448637601163375,AVOID,0.326,0.15,0.5,0.5,0.5,0.4817584007755831,0.5,0.5,,,FUNDAMENTAL_RISK:NEGATIVE_EARNINGS; LOW_ALPHA
2026-01-05,000410,801890.SI,0.48800908953846156,WATCH,0.38,0.5,0.5,0.5,0.5,0.5000605969230769,0.5,0.5,,机械设备,FUNDAMENTAL_RISK:CASHFLOW_WEAK
2026-01-05,000411,801150.SI,0.4371848246494117,AVOID,0.28,0.15,0.5,0.5,0.5,0.46123216432941133,0.5,0.5,,医药生物,FUNDAMENTAL_RISK:CASHFLOW_WEAK; LOW_ALPHA
2026-01-05,000415,,0.48102214501185186,NEUTRAL,0.436,0.5,0.5,0.5,0.5,0.4161476334123457,0.5,0.5,,,NONE
2026-01-05,000417,801200.SI,0.3801357145977779,AVOID,0.24,0.0,0.5,0.5,0.5,0.20757143065185238,0.5,0.5,,商贸零售,FUNDAMENTAL_RISK:NEGATIVE_EARNINGS; LOW_ALPHA
2026-01-05,000419,801200.SI,0.46429383917131456,NEUTRAL,0.436,0.25,0.5,0.5,0.5,0.47129226114209694,0.5,0.5,,商贸零售,NONE
2026-01-05,000420,801030.SI,0.4512528470983444,NEUTRAL,0.356,0.5,0.5,0.5,0.5,0.2710189806556294,0.5,0.5,,基础化工,FUNDAMENTAL_RISK:CASHFLOW_WEAK
2026-01-05,000421,801230.SI,0.5221784514256584,TOP_20,0.55,0.85,0.5,0.5,0.5,0.3811896761710562,0.5,0.5,,综合,NONE
2026-01-05,000422,801030.SI,0.4453683539264603,NEUTRAL,0.384,0.0,0.5,0.5,0.5,0.5464556928430682,0.5,0.5,,基础化工,NONE
2026-01-05,000423,801150.SI,0.49951596292618583,WATCH,0.686,0.33,0.5,0.5,0.5,0.4861064195079054,0.5,0.5,,医药生物,NONE
2026-01-05,000425,,0.4726503764648705,NEUTRAL,0.48,0.43,0.5,0.5,0.5,0.3776691764324698,0.5,0.5,,,NONE
2026-01-05,000426,,0.56152269343,TOP_5,0.664,0.5,0.5,0.5,0.5,0.8008179562000001,0.5,0.5,,,HIGH_ALPHA
2026-01-05,000428,801210.SI,0.39613663814181826,AVOID,0.2,0.0,0.5,0.5,0.5,0.340910920945455,0.5,0.5,,社会服务,FUNDAMENTAL_RISK:NEGATIVE_EARNINGS; LOW_ALPHA
2026-01-05,000429,801170.SI,0.44670097881242793,NEUTRAL,0.586,0.18,0.5,0.5,0.5,0.3006731920828529,0.5,0.5,,交通运输,NONE
2026-01-05,000430,801210.SI,0.46891653708567016,NEUTRAL,0.39,0.6,0.5,0.5,0.5,0.299443580571134,0.5,0.5,,社会服务,NONE
2026-01-05,000488,801140.SI,0.40100122613000005,AVOID,0.16,0.0,0.5,0.5,0.5,0.40000817420000023,0.5,0.5,,轻工制造,FUNDAMENTAL_RISK:NEGATIVE_EARNINGS; LOW_ALPHA
2026-01-05,000498,,0.4116321049790548,AVOID,0.234,0.0,0.5,0.5,0.5,0.4215473665270316,0.5,0.5,,,FUNDAMENTAL_RISK:CASHFLOW_WEAK; LOW_ALPHA
2026-01-05,000501,801200.SI,0.4240354452975891,AVOID,0.406,0.1,0.5,0.5,0.5,0.3229029686505934,0.5,0.5,,商贸零售,FUNDAMENTAL_RISK:NEGATIVE_EARNINGS; LOW_ALPHA
2026-01-05,000503,,0.4349468045878379,AVOID,0.17,0.0,0.5,0.5,0.5,0.6196453639189191,0.5,0.5,,,FUNDAMENTAL_RISK:NEGATIVE_EARNINGS; LOW_ALPHA
2026-01-05,000504,,0.4474443072313967,NEUTRAL,0.416,0.35,0.5,0.5,0.5,0.3056287148759782,0.5,0.5,,,FUNDAMENTAL_RISK:CASHFLOW_WEAK
2026-01-05,000505,,0.35570973816,AVOID,0.23,0.0,0.5,0.5,0.5,0.05139825439999999,0.5,0.5,,,FUNDAMENTAL_RISK:NEGATIVE_EARNINGS; LOW_ALPHA
2026-01-05,000506,801050.SI,0.5379683480688823,TOP_20,0.56,0.85,0.5,0.5,0.5,0.4797889871258811,0.5,0.5,,有色金属,FUNDAMENTAL_RISK:CASHFLOW_WEAK
2026-01-05,000507,,0.4334680045074089,AVOID,0.366,0.1,0.5,0.5,0.5,0.412453363382726,0.5,0.5,,,FUNDAMENTAL_RISK:NEGATIVE_EARNINGS; LOW_ALPHA
2026-01-05,000509,,0.4221552769934871,AVOID,0.232,0.28,0.5,0.5,0.5,0.3063685132899136,0.5,0.5,,,FUNDAMENTAL_RISK:CASHFLOW_WEAK; LOW_ALPHA
2026-01-05,000510,801030.SI,0.45533296174803123,NEUTRAL,0.24,0.0,0.5,0.5,0.5,0.7088864116535413,0.5,0.5,,基础化工,FUNDAMENTAL_RISK:NEGATIVE_EARNINGS
2026-01-05,000513,801150.SI,0.4935268887915844,WATCH,0.64,0.25,0.5,0.5,0.5,0.5301792586105626,0.5,0.5,,医药生物,NONE
2026-01-05,000514,801180.SI,0.4724648378712196,NEUTRAL,0.366,0.35,0.5,0.5,0.5,0.5057655858081307,0.5,0.5,,房地产,FUNDAMENTAL_RISK:CASHFLOW_WEAK
2026-01-05,000516,,0.46800802359000004,NEUTRAL,0.23,0.0,0.5,0.5,0.5,0.8000534906000001,0.5,0.5,,,FUNDAMENTAL_RISK:NEGATIVE_EARNINGS
2026-01-05,000517,,0.41538240976883994,AVOID,0.25,0.0,0.5,0.5,0.5,0.4358827317922659,0.5,0.5,,,FUNDAMENTAL_RISK:NEGATIVE_EARNINGS; LOW_ALPHA
2026-01-05,000518,,0.5056349820250208,WATCH,0.486,0.68,0.5,0.5,0.5,0.42689988016680513,0.5,0.5,,,FUNDAMENTAL_RISK:CASHFLOW_WEAK
2026-01-05,000519,,0.4885480824504283,WATCH,0.38,0.5,0.5,0.5,0.5,0.5036538830028552,0.5,0.5,,,FUNDAMENTAL_RISK:CASHFLOW_WEAK
2026-01-05,000520,801170.SI,0.37276453140338855,AVOID,0.22,0.0,0.5,0.5,0.5,0.17176354268925673,0.5,0.5,,交通运输,FUNDAMENTAL_RISK:NEGATIVE_EARNINGS; LOW_ALPHA
2026-01-05,000521,801110.SI,0.4550719948438169,NEUTRAL,0.406,0.25,0.5,0.5,0.5,0.4298132989587788,0.5,0.5,,家用电器,NONE
2026-01-05,000523,,0.44255251211212204,AVOID,0.346,0.1,0.5,0.5,0.5,0.4863500807474799,0.5,0.5,,,FUNDAMENTAL_RISK:NEGATIVE_EARNINGS; LOW_ALPHA
2026-01-05,000524,801210.SI,0.43723572953544626,AVOID,0.356,0.15,0.5,0.5,0.5,0.4109048635696413,0.5,0.5,,社会服务,FUNDAMENTAL_RISK:NEGATIVE_EARNINGS; LOW_ALPHA
2026-01-05,000525,801030.SI,0.4294361962335165,AVOID,0.23,0.0,0.5,0.5,0.5,0.5429079748901098,0.5,0.5,,基础化工,FUNDAMENTAL_RISK:NEGATIVE_EARNINGS; LOW_ALPHA
2026-01-05,000526,,0.5339576062432994,TOP_20,0.65,0.75,0.5,0.5,0.5,0.4597173749553289,0.5,0.5,,,NONE
2026-01-05,000528,,0.4845134987930835,WATCH,0.45,0.43,0.5,0.5,0.5,0.4767566586205562,0.5,0.5,,,NONE
2026-01-05,000529,,0.40337093736688856,AVOID,0.2,0.0,0.5,0.5,0.5,0.38913958244592367,0.5,0.5,,,FUNDAMENTAL_RISK:NEGATIVE_EARNINGS; LOW_ALPHA
2026-01-05,000530,,0.38303426229918036,AVOID,0.22,0.0,0.5,0.5,0.5,0.24022841532786893,0.5,0.5,,,FUNDAMENTAL_RISK:NEGATIVE_EARNINGS; LOW_ALPHA
2026-01-05,000531,801160.SI,0.4707369551412325,NEUTRAL,0.416,0.35,0.5,0.5,0.5,0.4609130342748833,0.5,0.5,,公用事业,NONE
2026-01-05,000532,,0.5083359965955088,WATCH,0.58,0.75,0.5,0.5,0.5,0.33557331063672485,0.5,0.5,,,NONE
2026-01-05,000533,,0.4591056825189797,NEUTRAL,0.362,0.18,0.5,0.5,0.5,0.532704550126531,0.5,0.5,,,NONE
2026-01-05,000534,,0.5015171379754546,WATCH,0.556,0.68,0.5,0.5,0.5,0.3527809198363636,0.5,0.5,,,FUNDAMENTAL_RISK:CASHFLOW_WEAK
2026-01-05,000536,,0.4331886294213116,AVOID,0.162,0.18,0.5,0.5,0.5,0.4932575294754103,0.5,0.5,,,FUNDAMENTAL_RISK:NEGATIVE_EARNINGS; LOW_ALPHA
2026-01-05,000537,,0.48566647618186354,WATCH,0.476,0.4,0.5,0.5,0.5,0.4871098412124235,0.5,0.5,,,NONE
2026-01-05,000538,801150.SI,0.49124635507701914,WATCH,0.636,0.33,0.5,0.5,0.5,0.46430903384679395,0.5,0.5,,医药生物,NONE
2026-01-05,000539,801160.SI,0.42802921199592764,AVOID,0.32,0.0,0.5,0.5,0.5,0.4735280799728507,0.5,0.5,,公用事业,FUNDAMENTAL_RISK:NEGATIVE_EARNINGS; LOW_ALPHA
2026-01-05,000541,,0.416239544946223,AVOID,0.28,0.0,0.5,0.5,0.5,0.42159696630815324,0.5,0.5,,,FUNDAMENTAL_RISK:NEGATIVE_EARNINGS; LOW_ALPHA
2026-01-05,000543,801160.SI,0.48146430087905645,NEUTRAL,0.476,0.28,0.5,0.5,0.5,0.5390953391937097,0.5,0.5,,公用事业,NONE
2026-01-05,000544,801970.SI,0.43545867937846144,AVOID,0.346,0.1,0.5,0.5,0.5,0.4390578625230762,0.5,0.5,,环保,FUNDAMENTAL_RISK:CASHFLOW_WEAK; LOW_ALPHA
2026-01-05,000545,,0.4049195332261702,AVOID,0.13,0.0,0.5,0.5,0.5,0.44613022150780113,0.5,0.5,,,FUNDAMENTAL_RISK:NEGATIVE_EARNINGS; LOW_ALPHA
2026-01-05,000546,,0.5078704559922258,WATCH,0.316,0.5,0.5,0.5,0.5,0.6751363732815052,0.5,0.5,,,FUNDAMENTAL_RISK:CASHFLOW_WEAK
2026-01-05,000547,,0.49518278499329005,WATCH,0.396,0.68,0.5,0.5,0.5,0.4172185666219335,0.5,0.5,,,FUNDAMENTAL_RISK:CASHFLOW_WEAK
2026-01-05,000548,801170.SI,0.4092547278264706,AVOID,0.35,0.0,0.5,0.5,0.5,0.32836485217647043,0.5,0.5,,交通运输,FUNDAMENTAL_RISK:NEGATIVE_EARNINGS; LOW_ALPHA
2026-01-05,000550,,0.40596203093387107,AVOID,0.304,0.0,0.5,0.5,0.5,0.3370802062258068,0.5,0.5,,,LOW_ALPHA
2026-01-05,000551,801970.SI,0.4389670030832655,AVOID,0.426,0.1,0.5,0.5,0.5,0.40911335388843606,0.5,0.5,,环保,LOW_ALPHA
2026-01-05,000552,801950.SI,0.41766765797025973,AVOID,0.2,0.0,0.5,0.5,0.5,0.4844510531350646,0.5,0.5,,煤炭,FUNDAMENTAL_RISK:NEGATIVE_EARNINGS; LOW_ALPHA
2026-01-05,000553,801030.SI,0.5007823476768613,WATCH,0.48,0.5,0.5,0.5,0.5,0.5185489845124086,0.5,0.5,,基础化工,NONE
2026-01-05,000554,801960.SI,0.47663320037925916,NEUTRAL,0.446,0.35,0.5,0.5,0.5,0.48022133586172777,0.5,0.5,,石油石化,NONE
2026-01-05,000555,,0.5021958167875227,WATCH,0.356,0.58,0.5,0.5,0.5,0.5573054452501514,0.5,0.5,,,FUNDAMENTAL_RISK:CASHFLOW_WEAK
2026-01-05,000557,,0.466513451352771,NEUTRAL,0.426,0.35,0.5,0.5,0.5,0.42608967568513995,0.5,0.5,,,NONE
2026-01-05,000558,,0.4648145872007767,NEUTRAL,0.336,0.5,0.5,0.5,0.5,0.37476391467184456,0.5,0.5,,,FUNDAMENTAL_RISK:CASHFLOW_WEAK
2026-01-05,000559,,0.45958236067069774,NEUTRAL,0.416,0.43,0.5,0.5,0.5,0.33321573780465136,0.5,0.5,,,NONE
2026-01-05,000560,,0.46763709937205494,NEUTRAL,0.376,0.35,0.5,0.5,0.5,0.4669139958136996,0.5,0.5,,,NONE
2026-01-05,000561,,0.4517137915637153,NEUTRAL,0.22,0.0,0.5,0.5,0.5,0.6980919437581017,0.5,0.5,,,FUNDAMENTAL_RISK:NEGATIVE_EARNINGS
2026-01-05,000563,,0.4807384256073912,NEUTRAL,0.386,0.43,0.5,0.5,0.5,0.4942561707159414,0.5,0.5,,,NONE
2026-01-05,000564,801200.SI,0.40121951620000007,AVOID,0.24,0.0,0.5,0.5,0.5,0.3481301080000002,0.5,0.5,,商贸零售,FUNDAMENTAL_RISK:NEGATIVE_EARNINGS; LOW_ALPHA
2026-01-05,000565,801030.SI,0.47826888029136994,NEUTRAL,0.436,0.43,0.5,0.5,0.5,0.44445920194246613,0.5,0.5,,基础化工,FUNDAMENTAL_RISK:CASHFLOW_WEAK
2026-01-05,000566,801150.SI,0.45586469014951053,NEUTRAL,0.292,0.28,0.5,0.5,0.5,0.49109793433007004,0.5,0.5,,医药生物,FUNDAMENTAL_RISK:CASHFLOW_WEAK
2026-01-05,000567,,0.4016789578668225,AVOID,0.44,0.0,0.5,0.5,0.5,0.2178597191121497,0.5,0.5,,,FUNDAMENTAL_RISK:NEGATIVE_EARNINGS; LOW_ALPHA
2026-01-05,000568,801120.SI,0.4639567265785168,NEUTRAL,0.64,0.0,0.5,0.5,0.5,0.4997115105234449,0.5,0.5,,食品饮料,NONE
2026-01-05,000570,,0.4443554553033096,AVOID,0.326,0.25,0.5,0.5,0.5,0.411703035355397,0.5,0.5,,,FUNDAMENTAL_RISK:CASHFLOW_WEAK; LOW_ALPHA
2026-01-05,000571,801950.SI,0.4153161034161434,AVOID,0.22,0.0,0.5,0.5,0.5,0.4554406894409559,0.5,0.5,,煤炭,FUNDAMENTAL_RISK:NEGATIVE_EARNINGS; LOW_ALPHA
2026-01-05,000572,,0.40328163281000007,AVOID,0.276,0.4,0.5,0.5,0.5,0.07121088539999999,0.5,0.5,,,FUNDAMENTAL_RISK:CASHFLOW_WEAK; LOW_ALPHA
2026-01-05,000573,801180.SI,0.4485114945513801,NEUTRAL,0.356,0.35,0.5,0.5,0.5,0.3527432970092008,0.5,0.5,,房地产,FUNDAMENTAL_RISK:CASHFLOW_WEAK
2026-01-05,000576,,0.5160028878,WATCH,0.56,0.75,0.5,0.5,0.5,0.40001925200000027,0.5,0.5,,,FUNDAMENTAL_RISK:CASHFLOW_WEAK
2026-01-05,000581,,0.4452478897935888,NEUTRAL,0.476,0.15,0.5,0.5,0.5,0.38431926529059185,0.5,0.5,,,NONE
2026-01-05,000582,801170.SI,0.45154002440846475,NEUTRAL,0.436,0.25,0.5,0.5,0.5,0.3862668293897648,0.5,0.5,,交通运输,NONE
