trade_date,symbol,industry_id,final_score,alpha_bucket,quality_score,growth_acceleration_score,mainline_strength_score,capital_concentration_score,leader_dominance_score,trend_quality_score,lifecycle_position_score,risk_crowding_score,lifecycle_state,mainline_name,flags
2026-02-27,000001,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,银行,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000026,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,纺织服饰,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000027,801160.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,公用事业,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000028,801150.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,医药生物,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000029,801180.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,房地产,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000030,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,汽车,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000031,801180.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,房地产,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000032,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,建筑装饰,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000034,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,计算机,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000035,801970.SI,0.519,TOP_1,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.42,UNKNOWN,环保,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000036,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,房地产,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000037,801160.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,公用事业,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000039,,0.519,TOP_1,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.42,UNKNOWN,机械设备,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000042,801180.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,房地产,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000045,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,电子,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000048,801010.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,农林牧渔,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000049,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,电力设备,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000050,801080.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,电子,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000055,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,建筑材料,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000056,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,房地产,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000058,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,商贸零售,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000059,801960.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,石油石化,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000060,801050.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,有色金属,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000061,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,商贸零售,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000062,801080.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,电子,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000063,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,通信,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000065,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,建筑装饰,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000066,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,计算机,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000068,801970.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,环保,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000069,801180.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,房地产,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000070,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,通信,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000078,801150.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,医药生物,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000088,801170.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,交通运输,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000089,801170.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,交通运输,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000090,801180.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,房地产,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000096,801960.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,石油石化,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000099,801170.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,交通运输,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000100,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,电子,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000151,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,商贸零售,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000153,801150.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,医药生物,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000155,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,公用事业,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000156,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,传媒,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000157,,0.519,TOP_1,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.42,UNKNOWN,机械设备,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000158,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,计算机,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000159,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,电力设备,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000166,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,非银金融,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000301,801960.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,石油石化,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000333,,0.519,TOP_1,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.42,UNKNOWN,家用电器,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000338,,0.519,TOP_1,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.42,UNKNOWN,汽车,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000400,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,电力设备,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000401,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,建筑材料,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000402,801180.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,房地产,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000403,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,医药生物,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000404,801110.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,家用电器,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000407,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,公用事业,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000408,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,有色金属,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000409,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,计算机,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000410,801890.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,机械设备,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000411,801150.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,医药生物,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000415,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,非银金融,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000417,801200.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,商贸零售,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000419,801200.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,商贸零售,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000420,801030.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,基础化工,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000421,801230.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,综合,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000422,801030.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,基础化工,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000423,801150.SI,0.519,TOP_1,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.42,UNKNOWN,医药生物,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000425,,0.519,TOP_1,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.42,UNKNOWN,机械设备,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000426,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,有色金属,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000428,801210.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,社会服务,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000429,801170.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,交通运输,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000430,801210.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,社会服务,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000488,801140.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,轻工制造,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000498,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,建筑装饰,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000501,801200.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,商贸零售,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000503,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,计算机,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000504,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,医药生物,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000505,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,农林牧渔,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000506,801050.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,有色金属,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000507,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,公用事业,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000509,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,电子,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000510,801030.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,基础化工,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000513,801150.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,医药生物,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000514,801180.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,房地产,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000516,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,医药生物,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000517,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,房地产,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000518,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,医药生物,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000519,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,国防军工,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000520,801170.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,交通运输,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000521,801110.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,家用电器,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000523,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,综合,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000524,801210.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,社会服务,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000525,801030.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,基础化工,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000526,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,社会服务,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000528,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,机械设备,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000529,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,食品饮料,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000530,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,机械设备,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000531,801160.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,公用事业,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000532,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,非银金融,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000533,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,电力设备,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000534,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,医药生物,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000536,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,电子,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000537,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,公用事业,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000538,801150.SI,0.519,TOP_1,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.42,UNKNOWN,医药生物,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000539,801160.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,公用事业,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000541,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,家用电器,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000543,801160.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,公用事业,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000544,801970.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,环保,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000545,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,基础化工,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000546,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,环保,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000547,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,国防军工,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000548,801170.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,交通运输,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000550,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,汽车,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000551,801970.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,环保,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000552,801950.SI,0.49650000000000005,AVOID,0.5,0.5,0.5,0.5,0.45,0.5,0.5,0.42,UNKNOWN,煤炭,LIFECYCLE:UNKNOWN; LOW_ALPHA
2026-02-27,000553,801030.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,基础化工,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000554,801960.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,石油石化,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000555,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,计算机,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000557,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,交通运输,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000558,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,社会服务,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000559,,0.519,TOP_1,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.42,UNKNOWN,汽车,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000560,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,房地产,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000561,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,国防军工,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000563,,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,非银金融,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000564,801200.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,商贸零售,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000565,801030.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,基础化工,LIFECYCLE:UNKNOWN; HIGH_ALPHA
2026-02-27,000566,801150.SI,0.504,TOP_5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.42,UNKNOWN,医药生物,LIFECYCLE:UNKNOWN; HIGH_ALPHA
